Fold,RMSE,SpearmanR,PearsonR
1,0.015786761955074766,0.331649598307786,0.39542715163729397
2,0.01509896251380877,0.302280726802553,0.34625375225178756
3,0.014291623979209994,0.3208296731230688,0.35055278012326335
4,0.014968458668995141,0.2972588578221148,0.3430009263780489
