Fold,RMSE,SpearmanR,PearsonR
1,0.021257128264000832,0.31152349750892877,0.41214338208462215
2,0.020480432287697845,0.3015030569948784,0.3669876664004515
3,0.020336863821385907,0.29314118166095504,0.35774063959586805
4,0.019857396799726965,0.30478912662630925,0.3747113988233147
