Fold,RMSE,SpearmanR,PearsonR
1,0.020506146439847873,0.36325614573048687,0.46529638139505686
2,0.02029726398201305,0.34403077771732576,0.40539351857722444
3,0.020214831867238825,0.3399996984734287,0.4036984898693996
4,0.01960029052314121,0.3379579996436447,0.4061358692623113
