Fold,RMSE,SpearmanR,PearsonR
1,0.016157520348623174,0.27850570043215245,0.34207489854295453
2,0.015312484322193558,0.268155625856222,0.30165376460188686
3,0.014630123266634858,0.25935284658566304,0.2886928926436688
4,0.014490114315357542,0.27317785904257275,0.3107285375886843
