Fold,RMSE,SpearmanR,PearsonR
1,0.05199773133142629,0.6775650629633313,0.6655666331191185
2,0.058585647996781516,0.7174922579622651,0.6986039193899506
3,0.06029938910706849,0.7123941615913187,0.6963394963914803
4,0.060111282375334696,0.7209239250666828,0.6980406324516806
