Fold,RMSE,SpearmanR,PearsonR
1,0.057120590989283924,0.6865805377416193,0.6716761697743625
2,0.06394249388835441,0.7226449550697549,0.7025082395654072
3,0.06623583694057952,0.7191417127532846,0.6998193335137908
4,0.06579339517741263,0.7278283325019039,0.7019069520690535
