Fold,RMSE,SpearmanR,PearsonR
1,0.025600371565112613,0.4086232327651755,0.5790703679746535
2,0.02647706211902029,0.43237786598204536,0.5783565536798467
3,0.02600365205104966,0.4282820260539216,0.5815628632038585
4,0.02649546552944167,0.4366128293547303,0.5729988216530443
