Fold,RMSE,SpearmanR,PearsonR
1,0.028227662252789623,0.4159276795489197,0.45415365329846674
2,0.028669102911151382,0.43742365401265476,0.46476254287919877
3,0.02880005454074073,0.4392504688521684,0.4626521708989194
4,0.029048492793666406,0.4493842917613624,0.4604686106950415
