Fold,RMSE,SpearmanR,PearsonR
1,0.029902558841626653,0.43008266496750197,0.4624011548714414
2,0.030443138870491975,0.4519612601787973,0.46837355371335365
3,0.030380191928894466,0.4516513760205156,0.468352478391003
4,0.03060024946534385,0.46269834656607595,0.4682892978138411
