Fold,RMSE,SpearmanR,PearsonR
1,0.03388838109632565,0.2994405456793153,0.39907389063196697
2,0.029928413504744178,0.292249538995169,0.3706954992705102
3,0.029574121779264006,0.28206681002683104,0.3549752813193498
4,0.028901132001224076,0.2921541590781511,0.36977744574937266
