Fold,RMSE,SpearmanR,PearsonR
1,0.03372389608440578,0.2937455267505421,0.398144420379296
2,0.03003178350118037,0.2839161059425722,0.3617069609824721
3,0.02944770923219178,0.2762479629444212,0.3449560386011814
4,0.02812703779595261,0.2832685328385993,0.3633785812187075
