Fold,RMSE,SpearmanR,PearsonR
1,0.03462092242357542,0.29443597142266215,0.393995569467304
2,0.030703402130989446,0.28822055782842665,0.362162548042753
3,0.030065628149633688,0.2798895499644689,0.35050205193566053
4,0.029243880779082562,0.2889916466332012,0.36209361077591723
